anuncio/propriedade,tipo,CÓDIGO,FREGUESIA,CONCELHO,DISTRITO,area(m²),valor renda(€/mes),N_EDIFICIOS_1OU2_PISOS,N_EDIFICIOS_3OU4_PISOS,N_EDIFICIOS_5OU_MAIS_PISOS,N_EDIFICIOS_EXCLUS_RESIDENCIAL,N_ALOJAMENTOS_TOTAL,N_ALOJAMENTOS_VAGOS_TOTAL,N_ALOJAMENTOS_FAM_CLASS_VAGOS_VEND_ARRE,N_ALOJAMENTOS_FAM_CLASS_VAGOS_OUTR_MOTIVOS,N_RHABITUAL_PROP_OCUP,N_RHABITUAL_ARRENDADOS,N_INDIVIDUOS,N_INDIVIDUOS_0A14,N_INDIVIDUOS_15A24,N_INDIVIDUOS_25A64,N_INDIVIDUOS_65_OU_MAIS,N_INDIVIDUO_ENSINCOMP_NENHUM,N_INDIVIDUO_ENSINCOMP_1BAS,N_INDIVIDUO_ENSINCOMP_2BAS,N_INDIVIDUO_ENSINCOMP_3BAS,N_INDIVIDUO_ENSINCOMP_SEC_E_POSSEC,N_INDIVIDUO_ENSINCOMP_SUP,N_INDIVIDUOS_COM_ATIVIDADE_ECONOMICA,N_INDIVIDUOS_SEM_ATIVIDADE_ECONOMICA,N_INDIVIDUOS_EMPREGADOS,N_INDIVIDUOS_DESEMPREGADOS_1EMP,N_INDIVIDUOS_DESEMPREGADOS_NOVOEMP,N_INDIVIDUOS_REFORMADOS,N_INDIVIDUOS_NAC_ESTRANGEIRA,RENDA BRUTA ANUAL 
"Moradia T5 com jardim, no centro de Carnide, Lisboa",Moradia,110611,CARNIDE,LISBOA,LISBOA,270.0,4500,862,102,419,1326,9022,831,297,534,4300,2601,18028,2462,2008,9289,4269,2246,2774,1386,2422,3093,6107,8322,9706,7604,84,634,4044,859,13415.0
"Centro do Monte Estoril, edifício charmoso, t3 +1, vista ...",Apartamento,110508,CASCAIS,CASCAIS,LISBOA,180.0,4400,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
Monte Estoril Penthouse T3 com 180m2 e terraço virado à s...,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,180.0,4400,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
"Penthouse T3 - Monte Estoril, Cascais.",Apartamento,110508,CASCAIS,CASCAIS,LISBOA,160.0,4400,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
Moradia T3 para arrendamento,Moradia,111012,ALGES,OEIRAS,LISBOA,127.0,4300,961,1235,1238,3259,25478,2609,796,1813,14027,5644,47936,6497,4851,24276,12312,5041,5501,3088,6464,10410,17432,22730,25206,21139,104,1487,11294,3603,12916.0
Apartamento T4 junto à Avenida da Liberdade,Apartamento,110666,SANTO ANTONIO,LISBOA,LISBOA,154.9,4300,171,639,661,1082,8271,2086,1216,870,2123,2610,11060,1306,1063,6312,2379,1221,1020,572,1120,2104,5023,5693,5367,5323,27,343,2116,1918,13415.0
Apartamento T3 em condomínio em Cascais,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,140.0,4300,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
APARTAMENTO T4 NAS TORRES DO RESTELO,Apartamento,110658,BELEM,LISBOA,LISBOA,150.0,4250,1373,1193,319,2762,9389,1429,550,879,4282,2294,16546,2468,1729,7958,4391,1843,1628,915,1789,2916,7455,7467,9079,7039,33,395,3815,1178,13415.0
Apartamento T3 para arrendamento,Apartamento,110666,SANTO ANTONIO,LISBOA,LISBOA,120.0,4200,171,639,661,1082,8271,2086,1216,870,2123,2610,11060,1306,1063,6312,2379,1221,1020,572,1120,2104,5023,5693,5367,5323,27,343,2116,1918,13415.0
Moradia T3 para arrendamento,Moradia,141408,RIO MAIOR,RIO MAIOR,SANTAREM,81.0,950,3818,300,148,4246,6826,1031,499,532,3460,1145,12516,1737,1416,6676,2687,1770,2455,1376,2259,3064,1592,6081,6435,5757,19,305,2714,1235,8052.0
Apartamento T2 para arrendamento,Apartamento,110663,PENHA DE FRANCA,LISBOA,LISBOA,74.0,1300,569,1053,803,2246,17710,2867,1485,1382,5732,6560,28475,3076,2593,16222,6584,3321,4297,2005,4024,6378,8450,14393,14082,12926,111,1356,6289,4250,13415.0
Apartamento T3 para arrendamento,Apartamento,110633,OLIVAIS,LISBOA,LISBOA,114.0,1500,1206,861,674,2612,16956,1755,578,1177,9788,3193,32179,3865,3266,16494,8554,3883,5653,2688,4849,6676,8430,14520,17659,13097,153,1270,8247,1866,13415.0
Moradia T2 para arrendamento,Moradia,80404,ALTURA,CASTRO MARIM,FARO,136.5,960,2123,159,13,2285,3768,467,362,105,621,175,2106,214,208,1058,626,250,433,221,396,487,319,891,1215,781,5,105,606,257,7672.0
Apartamento T3 para arrendamento,Apartamento,111102,ALGUEIRAO-MEM MARTINS,SINTRA,LISBOA,168.0,1500,4302,2275,1149,7592,30880,2456,928,1528,18799,6567,68649,10505,8364,38495,11285,8500,9527,6809,12954,19777,11082,35332,33317,32103,298,2931,10908,6693,9057.0
Apartamento T3 para arrendamento,Apartamento,111122,AGUALVA,SINTRA,LISBOA,120.0,1200,1099,490,1146,2612,19715,1729,560,1169,11900,3924,41323,5695,4978,22104,8546,5282,7091,4280,7988,11349,5333,20324,20999,18196,236,1892,8423,5495,9057.0
Apartamento T4 para arrendamento,Apartamento,110662,PARQUE DAS NACOES,LISBOA,LISBOA,167.0,4000,135,81,561,663,11325,1151,495,656,5703,2847,22382,3961,2701,12321,3399,2946,2262,1666,2491,3652,9365,10966,11416,10201,85,680,3112,2137,13415.0
Apartamento T0 para arrendamento,Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,39.0,1100,122,460,1177,1416,14812,2258,1034,1224,5008,4488,23261,3047,2480,12276,5458,2595,1875,1130,2172,3925,11564,11421,11840,10761,62,598,4727,2318,13415.0
Apartamento T2 para arrendamento,Apartamento,110726,MOSCAVIDE,LOURES,LISBOA,51.0,1200,143,414,562,983,11421,1067,471,596,5715,3177,20922,2438,1834,10080,6570,2185,2987,1348,2880,4667,6855,9368,11554,8586,53,729,6050,2108,9467.0
Apartamento T0 para arrendamento,Apartamento,80805,QUARTEIRA,LOULE,FARO,51.0,1000,6929,2108,622,9397,32446,3159,2735,424,5811,3335,24420,3315,2513,13644,4948,3643,3878,2305,4507,6435,3652,11864,12556,10095,101,1668,4577,5106,8677.0
Apartamento T1 para arrendamento,Apartamento,110656,ARROIOS,LISBOA,LISBOA,66.0,1500,271,1150,1532,2362,20906,3890,1559,2331,6130,7674,33302,3456,3135,20036,6675,3945,3450,1702,3726,7224,13255,17939,15363,16499,101,1339,5987,7770,13415.0
Apartamento T2 para arrendamento,Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,80.0,1850,122,460,1177,1416,14812,2258,1034,1224,5008,4488,23261,3047,2480,12276,5458,2595,1875,1130,2172,3925,11564,11421,11840,10761,62,598,4727,2318,13415.0
Apartamento T3 para arrendamento,Apartamento,110618,LUMIAR,LISBOA,LISBOA,117.6,1950,466,318,1116,1714,24100,2030,887,1143,13204,4864,46334,6790,5154,24701,9689,5303,4157,2687,4546,7443,22198,23021,23313,21651,129,1241,8634,2356,13415.0
Moradia T4 para arrendamento,Moradia,111608,PONTINHA,ODIVELAS,LISBOA,347.0,4200,3938,2173,235,6235,17372,1802,930,872,8376,4712,35111,5071,3665,18808,7567,4809,7523,3501,5677,8096,5505,16684,18427,15204,153,1327,7396,3164,9657.0
"Apartamento T4 duplex com terraço, nas Avenidas Novas",Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,142.0,4200,122,460,1177,1416,14812,2258,1034,1224,5008,4488,23261,3047,2480,12276,5458,2595,1875,1130,2172,3925,11564,11421,11840,10761,62,598,4727,2318,13415.0
Moradia T3 para arrendamento,Moradia,110658,BELEM,LISBOA,LISBOA,130.0,4100,1373,1193,319,2762,9389,1429,550,879,4282,2294,16546,2468,1729,7958,4391,1843,1628,915,1789,2916,7455,7467,9079,7039,33,395,3815,1178,13415.0
Amplo apartamento na Rua José Estevão,Apartamento,110656,ARROIOS,LISBOA,LISBOA,170.0,4100,271,1150,1532,2362,20906,3890,1559,2331,6130,7674,33302,3456,3135,20036,6675,3945,3450,1702,3726,7224,13255,17939,15363,16499,101,1339,5987,7770,13415.0
"Luxury in Lapa · T2+1 · Breathtaking River Views, Modernist Opulence",Apartamento,110660,ESTRELA,LISBOA,LISBOA,130.0,4050,813,1232,736,2489,12677,2564,915,1649,3688,4558,20267,3013,2107,10956,4191,2478,2179,1179,2068,3746,8617,9945,10322,9254,63,628,3698,2909,13415.0
Apartamento T1 para arrendamento,Apartamento,141633,SANTAREM,SANTAREM,SANTAREM,39.0,750,4304,1110,782,6070,16372,2235,1118,1117,8082,3760,30017,4335,3304,15752,6626,3771,4412,2657,4767,7099,7311,14242,15775,13277,100,865,6540,1738,9079.0
Apartamento T1 para arrendamento,Apartamento,110665,SANTA MARIA MAIOR,LISBOA,LISBOA,66.0,1200,436,879,663,1257,7718,2415,1377,1038,1101,3134,10051,875,853,6296,2027,1349,1671,775,1389,2307,2560,5284,4767,4566,64,654,1926,3345,13415.0
Apartamento T2 para arrendamento em Benfica.,Apartamento,110608,BENFICA,LISBOA,LISBOA,145.0,4000,1050,350,1093,2274,20892,2434,998,1436,9441,5877,35362,4101,3193,17593,10475,3736,5285,2489,4844,7051,11957,15811,19551,14590,136,1085,9824,2116,13415.0
Apartamento T4 para arrendamento em Telheiras,Apartamento,110618,LUMIAR,LISBOA,LISBOA,164.65,4000,466,318,1116,1714,24100,2030,887,1143,13204,4864,46334,6790,5154,24701,9689,5303,4157,2687,4546,7443,22198,23021,23313,21651,129,1241,8634,2356,13415.0
T4 Avenidas Novas,Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,215.0,4000,122,460,1177,1416,14812,2258,1034,1224,5008,4488,23261,3047,2480,12276,5458,2595,1875,1130,2172,3925,11564,11421,11840,10761,62,598,4727,2318,13415.0
Apartamento T1 Espaçoso com Terraço Ensolarado junto ao Marquês de Pom,Apartamento,110666,SANTO ANTONIO,LISBOA,LISBOA,40.0,4000,171,639,661,1082,8271,2086,1216,870,2123,2610,11060,1306,1063,6312,2379,1221,1020,572,1120,2104,5023,5693,5367,5323,27,343,2116,1918,13415.0
Para arrendar : Apartamento T4+1 escritório ao lado do Rato com 150m2,Apartamento,110659,CAMPO DE OURIQUE,LISBOA,LISBOA,150.0,4000,948,846,667,2225,13638,2256,978,1278,4145,5480,22140,3156,2055,11499,5430,2721,2737,1425,2705,4189,8363,10395,11745,9638,73,684,5021,2493,13415.0
Apartamento T3 para arrendamento,Apartamento,131217,CEDOFEITA,PORTO,PORTO,105.0,1600,3140,3539,1341,7162,27098,6863,3481,3382,7135,9538,37430,3309,3272,20621,10228,3548,5911,2641,4749,7622,12959,18084,19346,15946,186,1952,9670,4447,11352.0
Apartamento T1 para arrendamento,Apartamento,150313,CAPARICA,ALMADA,SETUBAL,57.1,900,4249,926,418,5479,14115,1321,688,633,5205,4576,26345,4075,3109,13521,5640,3987,5318,3013,4761,5796,3470,11638,14707,10050,174,1414,5478,2362,9927.0
Apartamento T1 para arrendamento,Apartamento,131701,ARCOZELO,VILA NOVA DE GAIA,PORTO,63.0,830,3319,714,79,4092,7199,608,208,400,4123,1342,15144,2052,1588,8411,3093,1739,2747,1458,2174,3254,3772,7524,7620,6824,79,621,2923,377,8928.0
Apartamento T4 para arrendamento,Apartamento,110656,ARROIOS,LISBOA,LISBOA,120.0,2500,271,1150,1532,2362,20906,3890,1559,2331,6130,7674,33302,3456,3135,20036,6675,3945,3450,1702,3726,7224,13255,17939,15363,16499,101,1339,5987,7770,13415.0
Apartamento T2 para arrendamento,Apartamento,110610,CAMPOLIDE,LISBOA,LISBOA,72.0,1400,1467,482,306,2164,9123,1583,611,972,3000,3141,14787,1702,1413,8077,3595,1703,2436,1250,2053,2867,4478,7132,7655,6503,54,575,3360,1550,13415.0
Apartamento T1 para arrendamento,Apartamento,60520,BUARCOS,FIGUEIRA DA FOZ,COIMBRA,40.0,450,3756,1963,508,6155,19130,2430,1759,671,5118,2444,18386,1935,1732,9256,5463,1956,3221,1583,2973,4325,4328,7960,10426,7167,76,717,5213,1312,9400.0
Apartamento T3 para arrendamento,Apartamento,60520,BUARCOS,FIGUEIRA DA FOZ,COIMBRA,80.0,800,3756,1963,508,6155,19130,2430,1759,671,5118,2444,18386,1935,1732,9256,5463,1956,3221,1583,2973,4325,4328,7960,10426,7167,76,717,5213,1312,9400.0
Apartamento T2 para arrendamento,Apartamento,151005,CORROIOS,SEIXAL,SETUBAL,100.0,1100,6480,2071,710,9202,24359,1424,552,872,16233,3137,50806,7316,5427,26881,11182,5960,7694,4480,8827,13629,10216,24316,26490,22242,202,1872,10780,3478,9494.0
Apartamento T1 para arrendamento,Apartamento,60520,BUARCOS,FIGUEIRA DA FOZ,COIMBRA,50.0,550,3756,1963,508,6155,19130,2430,1759,671,5118,2444,18386,1935,1732,9256,5463,1956,3221,1583,2973,4325,4328,7960,10426,7167,76,717,5213,1312,9400.0
T2 Condomínio FÁBRICA 1921,Apartamento,110608,BENFICA,LISBOA,LISBOA,83.0,4000,1050,350,1093,2274,20892,2434,998,1436,9441,5877,35362,4101,3193,17593,10475,3736,5285,2489,4844,7051,11957,15811,19551,14590,136,1085,9824,2116,13415.0
Apartamento T1 para arrendamento na prestigiada Rua Casti...,Apartamento,110666,SANTO ANTONIO,LISBOA,LISBOA,71.0,4000,171,639,661,1082,8271,2086,1216,870,2123,2610,11060,1306,1063,6312,2379,1221,1020,572,1120,2104,5023,5693,5367,5323,27,343,2116,1918,13415.0
Arrenda-se apartamento T4 + 1 em Belém,Apartamento,110658,BELEM,LISBOA,LISBOA,127.0,4000,1373,1193,319,2762,9389,1429,550,879,4282,2294,16546,2468,1729,7958,4391,1843,1628,915,1789,2916,7455,7467,9079,7039,33,395,3815,1178,13415.0
Moradia T4 Mobilada junto ao Oeiraspark e acesso A5,Moradia,111014,OEIRAS,OEIRAS,LISBOA,300.0,4000,2161,2668,1342,5931,31345,3283,1031,2252,16841,6884,58094,7426,5869,29906,14893,6069,6144,3699,8237,13548,20397,27182,30912,25148,167,1867,13562,4759,12916.0
Apartamento T1 para arrendamento,Apartamento,150201,ALCOCHETE,ALCOCHETE,SETUBAL,40.0,900,1913,845,211,2948,6528,647,377,270,3566,1124,13228,2127,1533,7133,2435,1695,2052,1247,2001,3211,3022,6422,6806,5893,36,493,2436,813,10522.0
Apartamento T2 para arrendamento,Apartamento,110654,ALVALADE,LISBOA,LISBOA,85.0,1750,504,1140,845,2194,18924,2447,888,1559,7633,5791,33309,4639,3329,17104,8237,3861,3172,1864,3486,5899,15027,15920,17389,14959,87,874,7310,1793,13415.0
Apartamento T3 para arrendamento,Apartamento,150410,BARREIRO,BARREIRO,SETUBAL,80.0,1250,1715,880,354,2895,12062,1700,754,946,6450,2673,21813,2912,2348,11287,5266,2523,3761,1920,3917,5554,4138,10022,11791,8990,108,924,5177,1644,9402.0
Moradia T3 para arrendamento,Moradia,110506,SAO DOMINGOS DE RANA,CASCAIS,LISBOA,156.0,3900,9084,2455,604,12044,26671,2093,840,1253,16246,4770,59238,9429,6712,31748,11349,7704,9161,5434,9507,14720,12712,28696,30542,26431,216,2049,10820,3619,11268.0
Apartamento T1 Arrendamento Proximo Ponte Arrabida,Apartamento,131730,SANTA MARINHA,VILA NOVA DE GAIA,PORTO,57.0,850,3993,971,602,5416,18398,2239,1111,1128,8291,5634,34032,4130,3151,19241,7510,3770,6363,3425,5134,7546,7794,16809,17223,14725,191,1893,7450,2110,8928.0
Moradia T3 para arrendamento,Moradia,150314,CHARNECA DE CAPARICA,ALMADA,SETUBAL,180.0,2500,13992,3061,361,17353,25856,1492,665,827,14531,2854,48733,7599,5340,25763,10031,5902,7353,4083,7234,11892,12269,23244,25489,21506,159,1579,9750,2622,9927.0
Apartamento T3 para arrendamento,Apartamento,81412,TAVIRA,TAVIRA,FARO,97.29,1600,4509,1063,243,5755,11946,1112,633,479,4471,1374,15432,2057,1484,7915,3976,2491,2574,1482,2678,3700,2507,6580,8852,5997,40,543,3833,2246,7823.0
Moradia T4 para arrendamento,Moradia,111009,PORTO SALVO,OEIRAS,LISBOA,228.0,3900,1828,796,183,2786,6811,716,251,465,3661,1752,15098,2343,1697,7812,3246,2068,2442,1395,2446,3521,3226,7105,7993,6471,74,560,3099,978,12916.0
"Casa na natureza, com piscina, perto do rio douro para arrendamento",Moradia,10607,SANTA MARIA DE SARDOURA,CASTELO DE PAIVA,AVEIRO,500.0,650,952,61,0,1012,1109,159,71,88,624,98,2274,280,250,1263,481,274,655,455,393,359,138,1004,1270,942,8,54,484,13,6562.0
MORADIA V4 ALMADA PARA ARRENDAMENTO -  Laranjeiro e Feijó - Vale Flore,Moradia,150315,LARANJEIRO,ALMADA,SETUBAL,144.0,4000,1922,1127,915,3884,19821,1635,709,926,10567,5158,39584,5478,4451,20836,8819,5105,7094,3990,6907,10017,6471,18463,21121,16390,265,1808,8525,3772,9927.0
Apartamento T5 nas Avenidas Novas - 246 m2 - Avenida Visconde Valmor,Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,198.0,4000,122,460,1177,1416,14812,2258,1034,1224,5008,4488,23261,3047,2480,12276,5458,2595,1875,1130,2172,3925,11564,11421,11840,10761,62,598,4727,2318,13415.0
T2 de Charme entre o Rato e o Jardim da Estrela,Apartamento,110659,CAMPO DE OURIQUE,LISBOA,LISBOA,129.0,4000,948,846,667,2225,13638,2256,978,1278,4145,5480,22140,3156,2055,11499,5430,2721,2737,1425,2705,4189,8363,10395,11745,9638,73,684,5021,2493,13415.0
Apartamento T4 I Arrendamento I Areeiro,Apartamento,110655,AREEIRO,LISBOA,LISBOA,200.0,4000,190,418,769,1156,12546,1758,1028,730,4703,3788,21160,2779,2217,11102,5062,2315,1983,1157,2201,3915,9589,10401,10759,9641,66,694,4431,1663,13415.0
Apartamento T4 para arrendamento,Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,216.0,4000,122,460,1177,1416,14812,2258,1034,1224,5008,4488,23261,3047,2480,12276,5458,2595,1875,1130,2172,3925,11564,11421,11840,10761,62,598,4727,2318,13415.0
Moradia T4 para arrendamento,Moradia,111102,ALGUEIRAO-MEM MARTINS,SINTRA,LISBOA,247.0,4000,4302,2275,1149,7592,30880,2456,928,1528,18799,6567,68649,10505,8364,38495,11285,8500,9527,6809,12954,19777,11082,35332,33317,32103,298,2931,10908,6693,9057.0
"Casa / Villa T4 em Lisboa de 180,00 m2",Moradia,110508,CASCAIS,CASCAIS,LISBOA,180.0,4000,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
Moradia em Cascais,Moradia,110508,CASCAIS,CASCAIS,LISBOA,180.0,4000,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
Apartamento T3 para arrendamento,Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,150.0,4000,122,460,1177,1416,14812,2258,1034,1224,5008,4488,23261,3047,2480,12276,5458,2595,1875,1130,2172,3925,11564,11421,11840,10761,62,598,4727,2318,13415.0
"Moradia T3, perto da praia, em Vale do Lobo, Algarve",Moradia,80801,ALMANCIL,LOULE,FARO,125.0,4000,6683,961,12,7562,10358,1659,1260,399,2493,1401,11291,1612,1108,6165,2406,1902,2195,1083,2105,2728,1278,5375,5916,4759,52,564,2174,2453,8677.0
Apartamento T4 para arrendamento,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,130.0,3990,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
Apartamento T2 para arrendamento,Apartamento,110662,PARQUE DAS NACOES,LISBOA,LISBOA,118.0,2100,135,81,561,663,11325,1151,495,656,5703,2847,22382,3961,2701,12321,3399,2946,2262,1666,2491,3652,9365,10966,11416,10201,85,680,3112,2137,13415.0
Moradia T4 para arrendamento,Moradia,100404,GOLPILHEIRA,BATALHA,LEIRIA,186.46,1250,676,49,2,726,746,115,24,91,489,32,1447,194,171,755,327,182,377,174,234,281,199,700,747,665,4,31,322,37,8618.0
Apartamento T1 para arrendamento,Apartamento,151005,CORROIOS,SEIXAL,SETUBAL,70.0,816,6480,2071,710,9202,24359,1424,552,872,16233,3137,50806,7316,5427,26881,11182,5960,7694,4480,8827,13629,10216,24316,26490,22242,202,1872,10780,3478,9494.0
Apartamento T2 para arrendamento,Apartamento,110506,SAO DOMINGOS DE RANA,CASCAIS,LISBOA,103.0,2600,9084,2455,604,12044,26671,2093,840,1253,16246,4770,59238,9429,6712,31748,11349,7704,9161,5434,9507,14720,12712,28696,30542,26431,216,2049,10820,3619,11268.0
Apartamento T2 para arrendamento,Apartamento,131723,VILAR DE ANDORINHO,VILA NOVA DE GAIA,PORTO,106.0,950,1654,627,256,2502,7921,672,404,268,4240,2189,18003,2363,2173,10186,3281,2123,4046,2348,3369,4112,2005,8667,9336,7399,170,1098,3388,652,8928.0
Apartamento T2 na Ameixoeira,Apartamento,110664,SANTA CLARA,LISBOA,LISBOA,62.0,1000,988,313,374,1610,10931,992,537,455,3839,4795,23645,4462,2882,12430,3871,4128,4527,2583,3458,4387,4562,10564,13081,9182,234,1148,3662,2045,13415.0
Apartamento T2 para arrendamento,Apartamento,110656,ARROIOS,LISBOA,LISBOA,70.0,2500,271,1150,1532,2362,20906,3890,1559,2331,6130,7674,33302,3456,3135,20036,6675,3945,3450,1702,3726,7224,13255,17939,15363,16499,101,1339,5987,7770,13415.0
Apartamento T3 para arrendamento,Apartamento,110662,PARQUE DAS NACOES,LISBOA,LISBOA,133.92,2800,135,81,561,663,11325,1151,495,656,5703,2847,22382,3961,2701,12321,3399,2946,2262,1666,2491,3652,9365,10966,11416,10201,85,680,3112,2137,13415.0
Apartamento T3 para arrendamento,Apartamento,11006,GAFANHA DA NAZARE,ILHAVO,AVEIRO,98.4,1200,4654,665,91,5385,9806,761,296,465,4432,1291,15551,2130,1601,8795,3025,1938,2948,1671,2554,3587,2853,7855,7696,7336,58,461,2860,716,9087.0
"Aluga-se T3 mobilado e equipado, com piscina e jardim",Apartamento,111128,SINTRA,SINTRA,LISBOA,160.0,3950,7953,1643,162,9688,14820,1779,803,976,7834,2708,29896,4262,3429,16195,6010,3536,4442,2473,4671,7376,7398,14290,15606,13269,83,938,5554,2082,9057.0
"PENTHOUSE T3, com vista frontal para o Rio Tejo na Expo Sul - MOBILADA",Apartamento,110662,PARQUE DAS NACOES,LISBOA,LISBOA,165.0,3950,135,81,561,663,11325,1151,495,656,5703,2847,22382,3961,2701,12321,3399,2946,2262,1666,2491,3652,9365,10966,11416,10201,85,680,3112,2137,13415.0
!! Fantástico Excecional T4 Apartamento Centro da Cidade Lisboa,Apartamento,110666,SANTO ANTONIO,LISBOA,LISBOA,180.0,3950,171,639,661,1082,8271,2086,1216,870,2123,2610,11060,1306,1063,6312,2379,1221,1020,572,1120,2104,5023,5693,5367,5323,27,343,2116,1918,13415.0
Apartamento T4 para arrendamento,Apartamento,111512,ALFRAGIDE,AMADORA,LISBOA,177.7,3950,349,207,461,973,7459,401,173,228,4426,1784,16837,2501,2161,9076,3099,2220,2151,1390,2310,3670,5096,8124,8713,7407,93,624,3002,809,9078.0
Apartamento T4 luxo no coração das Avenidas Novas,Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,145.0,3950,122,460,1177,1416,14812,2258,1034,1224,5008,4488,23261,3047,2480,12276,5458,2595,1875,1130,2172,3925,11564,11421,11840,10761,62,598,4727,2318,13415.0
Apartamento T5 para arrendamento,Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,180.0,3900,122,460,1177,1416,14812,2258,1034,1224,5008,4488,23261,3047,2480,12276,5458,2595,1875,1130,2172,3925,11564,11421,11840,10761,62,598,4727,2318,13415.0
Moradia T4 para arrendamento,Moradia,110202,ARRUDA DOS VINHOS,ARRUDA DOS VINHOS,LISBOA,260.0,2816,2013,311,135,2446,4275,505,172,333,2534,690,9300,1628,1101,4981,1590,1299,1538,1005,1416,2141,1901,4666,4634,4428,15,223,1561,529,9929.0
Moradia T3 para arrendamento,Moradia,131211,RAMALDE,PORTO,PORTO,179.4,2000,2588,1479,556,4524,19148,1776,617,1159,9559,5724,38847,5079,4066,20517,9185,4369,6074,3243,5256,7482,12423,18168,20679,16277,237,1654,8767,1561,11352.0
Apartamento T2 para arrendamento,Apartamento,111513,AGUAS LIVRES,AMADORA,LISBOA,88.0,1300,1050,910,803,2555,20319,2081,962,1119,10365,5312,37607,5256,3723,19640,8988,5103,6982,3459,6282,9207,6574,17951,19656,16132,190,1629,8544,5225,9078.0
Apartamento T3 para arrendamento,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,111.0,2350,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
Apartamento T1 para arrendamento,Apartamento,110662,PARQUE DAS NACOES,LISBOA,LISBOA,68.0,1500,135,81,561,663,11325,1151,495,656,5703,2847,22382,3961,2701,12321,3399,2946,2262,1666,2491,3652,9365,10966,11416,10201,85,680,3112,2137,13415.0
T4 Avenida Bessa,Apartamento,131211,RAMALDE,PORTO,PORTO,160.0,2150,2588,1479,556,4524,19148,1776,617,1159,9559,5724,38847,5079,4066,20517,9185,4369,6074,3243,5256,7482,12423,18168,20679,16277,237,1654,8767,1561,11352.0
"T2+1 Com Escritório, Centro Braga",Apartamento,311003,SAO VICENTE,SAO VICENTE,BRAGA,135.0,1500,1815,121,3,1936,2014,279,114,165,967,99,2788,324,302,1430,732,488,827,320,371,469,313,1112,1676,995,22,95,650,96,5735.0
Apartamento T4 no Edifício Domus no Restelo,Apartamento,110658,BELEM,LISBOA,LISBOA,196.0,3900,1373,1193,319,2762,9389,1429,550,879,4282,2294,16546,2468,1729,7958,4391,1843,1628,915,1789,2916,7455,7467,9079,7039,33,395,3815,1178,13415.0
T3 em condomínio fechado com piscina,Apartamento,110726,MOSCAVIDE,LOURES,LISBOA,160.0,3900,143,414,562,983,11421,1067,471,596,5715,3177,20922,2438,1834,10080,6570,2185,2987,1348,2880,4667,6855,9368,11554,8586,53,729,6050,2108,9467.0
Moradia T5 - zona nobre de Braga,Moradia,30377,NOGUEIRA,BRAGA,BRAGA,300.0,3900,907,1568,229,2685,6313,371,195,176,4035,1189,15015,2571,1508,8690,2246,2016,1827,1158,1780,2996,5238,7973,7042,7519,22,432,2255,654,9164.0
Elegante moradia T4 em condominio com piscina para arrendar,Moradia,110508,CASCAIS,CASCAIS,LISBOA,176.0,3900,9597,3915,950,14129,38739,4764,2664,2100,16435,8356,64192,8728,6654,32190,16620,7778,6862,4355,8857,15356,20984,27563,36629,25262,232,2069,14681,10609,11268.0
